o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
7887,453,cB,218.01,1913-11-02,FK,MF,5,Mg
7888,522,St,267.67,1975-05-22,fS,zHTRrgyv,3,sX
7889,934,oT,704.3,2016-11-27,Yl,iIDuvds,3,pm
7890,849,kN,784.42,1963-10-09,Rj,xmtVna,1,ky
7891,231,Ai,286.11,1925-11-23,td,zqMKdpx,5,dY
7892,234,gD,431.55,1988-08-13,gl,yuTL,1,DV
7893,836,Qy,415.01,1928-09-08,RX,Gg,2,nE
7894,244,kj,131.71,1989-08-31,qD,luGOZURc,5,dd
7895,261,Bm,184.45,1925-06-29,gh,MoCH,2,mQ
7896,389,tA,825.61,1972-09-11,Ib,mV,1,Uz
7897,67,ZG,253.99,2013-08-15,UF,JonqhSyOq,4,YT
7898,863,"H ",196.99,1985-05-14,Lt,mLlvDztwJZ,4,rU
7899,711,iV,469.78,1957-05-30,fA,svKVfN,1,Ga
7900,686,na,688.66,1982-12-20,uN,Wwgvw,2,Tq
7901,689,WG,753.22,1955-02-26,ix,UwkyjPyb,4,VP
7902,730,DV,212.95,1967-10-04,UC,WqejMBAsdp,4,AF
7903,418,NS,405.07,1909-10-03,MU,ChRjRt,1,kC
7904,278,id,671.52,2006-06-17,EV,eQzHQ,4,Fb
7905,759,hB,397.27,1910-03-14,Xw,UyUIuPInE,1," S"
7906,556,CI,11.19,1921-07-21,lp,fG qHmPLd,5,qp
7907,775,wV,513.82,1938-12-25,yb,jfI,2,Cy
7908,921,Ov,668.19,1931-11-10,jA,JvilrqRIz,2,FP
7909,716,lm,481.7,1999-01-10,NQ,dCLpRuyd,2,un
7910,761,uw,551.55,1926-07-12,gV,vcUot,3,HO
7911,303,CB,485.05,2010-12-14,Nh,hXVqtkBa,5,wX
7912,835,Rr,355.34,1981-05-08,bP,kEAOdwn,3,ec
7913,333,fY,541.13,1973-07-30,lG,mO AFRsN,1,YH
7914,766,pm,882.95,1985-01-14,eH,bK,3,Fj
7915,165,Tk,466.55,2018-08-05,Vm,HajVkq,5,GQ
7916,269,LX,365.52,2016-06-04,cp,vi odCN,5,xd
7917,457,jr,139.34,2015-12-11,xn,jadAUMt,2,xa
7918,417,EF,859.71,1925-01-16,aB,bXjLYzlW,3,JH
7919,229,VA,75.81,1941-11-21,Oc,ZwjHOCEi,3," w"
7920,517,LC,374.46,1980-06-26,Kj,jnw EKY,4,sf
7921,67,Ev,595.56,2013-07-21,Hd,kRbDU,5,cX
7922,654,wZ,797.57,2003-01-06,vv,ERyD,2,qQ
7923,476,UW,489.86,1993-12-08,gw,UCSXjcv,5,QL
7924,699,pI,810.83,2017-01-08,gl,JKkL,4,qI
7925,669,wZ,137.1,1931-07-11,qY,jzCGehuLW,4,Jg
7926,267,EU,477.68,2013-09-19,KE,ByBaV,3,Yr
7927,479,ud,167.8,1974-08-20,gb,BOggsZ,4,AP
7928,169,wV,235.27,1922-04-08,WA,iAJ,2,Ow
7929,923,Hc,421.69,1950-08-11,Ls,lviWxgWo,2,Hy
7930,68,BL,427.86,1942-07-18,wh,JbTt,4,Wh
7931,867,mr,457.85,1927-05-01,nh,DsFoCyBk,3,oS
7932,846,jy,676.69,1982-01-04,JO,OmKefIdj,3,MJ
7933,247,jM,619.23,1907-03-22,HL,wfQJNdLUw,2,aY
7934,9,oD,989.15,2016-02-26,Kp,uzveYv,5,bL
7935,249,tM,741.27,1943-05-17,mg,TGvaE,1,yO
7936,97,SK,156.53,1925-10-05,cx,qIkzM,5,FA
7937,395,Ox,194.16,1935-02-06,df,Ttfm,1,xk
7938,755,YY,742.75,2000-03-18,ZR,dalWxFxl,1,pz
7939,19,sY,85.44,1939-01-26,Sr,"Q ",5,Kj
7940,509,ij,890.87,1930-10-02,Xk,PPcHtTKp,5,hJ
7941,166,Mv,151.04,1918-05-18,jU," lUTqVvFcc",4,qM
7942,889,Ji,810.28,1901-03-20,kg,kexoUX,5,vY
7943,652,vX,19.47,1974-04-21,ml,iZs,2,zq
7944,902,NW,722.95,1995-12-22,Rr,zrThhcV,4,NJ
7945,670,aP,415.84,1932-05-28,Zp,IiaBHiQ,2,NK
7946,476,js,660.22,2002-12-04,"M ",cTsqpgVTAj,5,fI
7947,884,nb,782.56,1989-05-09,fQ,MhznwOZ,2,Ie
7948,275,gI,422.62,1911-01-10,at,LQNEkvdzgC,2," Q"
7949,81,aW,743.32,1917-01-02,"A ",sBvpMS,3,nI
7950,322,Qb,444.23,1991-06-22,eC,oQWi,2,sF
7951,281,RE,849.4,2017-08-11,Px," YW",1,Sx
7952,400,Za,644.39,1991-04-22,Il,AiZhXKhPJr,2,xz
7953,122,pv,679.49,1938-07-19,wn,fwCVUp,5,MS
7954,88,ZL,400.93,1922-01-21,Cu,KJTb,2,HT
7955,291,oD,419.47,2002-03-24,"T ",tD,1,zq
7956,810,IG,390.52,1977-09-26,qw,EnDFe,1,Eg
7957,492,BX,918.03,1939-03-03,NM,pGgDy,5,HX
7958,872," O",761.99,1962-03-19,GM,OV,1,Gg
7959,77," t",647.06,2004-03-03,Vs,LrxKMMqq,5,jc
7960,775,Rr,454.41,1963-02-02,LM,nlaRRjAk,3,TD
7961,134,"X ",215.37,1947-06-14,gg,FTJQLzbGn,4,kQ
7962,457,fp,583.08,1917-04-16,IP,SEgDC UM,5,yZ
7963,147,tk,487.66,1907-03-12,lL,kXKLJRlQBn,4,An
7964,33,vx,480.46,1971-04-03,VX,VEsEPKeRj,2,oM
7965,9,sB,855.28,1963-04-28,IC,UETDzPwdwG,1,wa
7966,352,au,437.8,1957-10-09,bB,WPRla,2,SN
7967,85,tf,330.63,2011-11-21,LC,vIB,2,tn
7968,268,SG,742.55,1906-07-18,YH,tbfZhduvAt,4,eQ
7969,829,bb,627.92,1995-03-04,af," HFMrvM",3,Fy
7970,499,KU,713.47,1900-08-21,mc,hc,1,fy
7971,768,KS,597.15,1921-09-12,EV,sfe,2,kF
7972,402,VW,445.61,1981-01-01,cF,fQFciPIOG,4,bF
7973,102,TU,364.92,2013-10-13,Rj,GbqWTLM,1,Id
7974,725,SE,259.5,1980-04-26,Yc,oBnPtJ,2,ny
7975,532,Sl,861.33,1995-06-09,xM,WV,2,so
7976,62,iB,209.18,1944-08-13,iP,gRCMUL,3,FG
7977,683,Hg,859.31,2003-11-04,II,ZCtCBJXqHk,4,qW
7978,359,Kc,117.98,1929-05-21,BL,JVKWNrOGve,4,wL
7979,912,Hg,442.21,1929-08-16,Vg,andtn,3,ws
7980,853," l",268.16,1984-07-03,dk,"rJbTRo dL ",2,IF
7981,53,UX,253.15,1930-09-28,wp,ldlEYDupBf,3,TL
7982,451,si,627.17,1930-07-30,hX,oq,1,wl
7983,878,jV,758.12,2019-03-23,jn,NquBUTqsGF,2,ET
7984,683,qx,181.04,1985-02-21,mh,tg,5,Fs
7985,24,WX,546.3,1905-02-28,Cw,TbCJGbJldY,5," X"
7986,471,"K ",579.31,1967-06-28,pb,BdUvWQFvPQ,5,Wm
7987,456,oY,861.26,1961-01-22,uy,TJTkdVuj,5,dP
7988,854,WR,99.29,1953-11-19,ag,uoj,4,vP
7989,28,JF,226.5,1943-08-09,Se,iwQKly,3,IV
7990,976,tK,658.59,1970-08-04,Jk,BSiVOBYaOn,2,ZZ
7991,149,YW,391.53,1961-12-30,oR,ZxiMYwRa,3,kf
7992,483,hi,213.44,1913-01-13,XE,QCYwcX,5,fk
7993,766,zm,804.69,1907-06-22,yC,FaNtlUwe,4,uE
7994,953,Gf,970.48,1907-08-09,zM,pObl,3,xA
7995,775,ip,488.99,1939-10-22,He,BAXC,3,XM
7996,136,TN,293.56,1935-05-15,gN,FdqHjTEkVr,1,gS
7997,918,PW,894.27,2006-04-24,eh,ZKWt,2,Yt
7998,782,JD,374.45,1963-11-29,GA,OfIzRhold,3,mD
7999,169,du,675.16,2000-05-08,jY,LmimUJhWG,3,bC
8000,992,it,953.58,1998-11-04,cO,JZiXRUTB,4,xK
8001,33,GZ,402.61,1938-12-13,kT,vpKbqvqc,3,aM
8002,140,hH,9.83,1972-08-29,AJ,nnTyI,5,cj
8003,208,zo,138.07,1922-09-14,Ot,Fpzy,1,xI
8004,478,ie,203.72,2003-05-23,dH,SVVAW,5,io
8005,573,OK,722.2,1951-01-10,fv,CmTd,5,Gm
8006,654,cC,738.15,1987-06-25,uV,GuBDnDEj,3,Eu
8007,805,PA,373.43,1923-04-15,Om,GLygICxi,1,gv
8008,633,HK,235.36,1922-10-14,JH,TtKRnqJc,5,ZT
8009,877,vJ,45.28,1945-08-21,yo,PdItSgo,2,uw
8010,107,SW,906.22,1913-10-14,ng,nEXfLalUdF,2,Kx
8011,574,QY,802.5,1956-07-19," x",mmVmVwOPSA,2,Ie
8012,428,uZ,423.39,1960-03-10,Fu,rmwP,3,fg
8013,642,eh,428.45,1918-10-15,Ox,q CikFS,3,"M "
8014,959,kF,351.74,1997-03-01,vH,iFo,3,vV
8015,74,lV,464.73,2001-08-20,oa,JfXTK,2,Hs
8016,52,QD,235.21,1980-12-18,iD,Ajlyai,1,bf
8017,582,wo,157.51,1932-01-18,Bb,ubY,3," l"
8018,537,Zd,265.52,1985-01-15,Mo,g ltkK,1,fk
8019,330,Kf,167.99,1988-05-27,Ye,AR,2,TC
8020,101,TS,181.51,1998-04-12,XC,HrbWvNrD,4,Br
8021,563,QA,972.11,1975-03-26,AE,Hbk,1,Dj
8022,215,IV,319.24,1969-05-27,Le,FU,4,AG
8023,721,nX,291.57,1956-07-07,Ij," Von",2,nW
8024,486,hu,863.17,1948-02-08,nL,xGsNyUIC,1,VM
8025,530,"y ",985.8,2011-05-02,Dt,PsGRYm,5,QU
8026,568,wv,463.56,1933-05-11,tw,cLTn,1,aa
8027,267,qm,729.33,1914-08-25,Ep,YKWb,3,ZY
8028,960,xW,58.21,1954-03-01," q",KW JnxxHb,5,GV
8029,347,qL,301.54,1934-03-26,gY,yzySSQfY,1,KY
8030,304,sA,249.73,1953-02-13,za," cepsmAAjO",5,mQ
8031,714,rJ,94.58,1939-09-21,Kd,IwKB,1," g"
8032,549,Bf,671.95,1930-02-26,gU,aCoImIOMc,3,ZO
8033,450,jZ,25.7,1989-04-08,oZ,jWYvMshKT,2,Dl
8034,499,la,712.44,1986-07-14,IB,fIgTwmffUH,3," M"
8035,233,zs,677.83,1977-01-08,CA,MX,3,ER
8036,795,SK,769.26,1951-02-23,Ur,DvF,1,ZI
8037,374,zc,247.03,1944-03-13,FU," iJiwwTa",4,kH
8038,813,lD,873.29,1909-11-11,wv,Sx VakVq,4,HU
8039,519,Jr,610.09,1949-01-12,eY,NTgK,2,BX
8040,249," n",201.1,1982-08-27,cj,ax,5,gH
8041,713," N",668.65,2001-11-19,Wz,gbKHkAFcUh,3,qI
8042,86,bE,178.89,1932-12-13,"d ",SgVxa,1,CP
8043,146,wM,933.1,2009-12-22,yA,IEyzy,1,"Q "
8044,857,wi,101.48,1941-06-20,cx,SRRRRcE,2,yn
8045,687,ci,611.26,1900-02-11,CO,TNceRcm,1,wO
8046,561,ok,702.82,2014-05-19,QT,tBHBs,4,gw
8047,434,fZ,222.29,1958-10-14,CD,YehQEsQW,1,sF
8048,842,KR,246.15,1978-02-02,Lz,uK,4,SH
8049,304,CA,261.46,1980-01-10,vk,mNoNZS,1,mN
8050,329,Bg,793.97,1922-05-26,lB,roJhbSEoP,3,UW
8051,15,Oj,16.34,1916-05-19,NO,fx,1,jq
8052,45,YC,913,1967-11-06,UI,qamckg vQ,3,xM
8053,115,JJ,395.88,2016-10-05,OQ,tnkIiCfA,3,lE
8054,368,lD,167.56,2016-02-09,kb,fMUZGh,2,Tr
8055,991,uH,291.46,2003-12-30,Nz,chxYKhNvb,3,tP
8056,898,zR,843.07,1924-09-18,eG,edEmFJj,5,rr
8057,917,oY,715.23,2014-10-06,vZ,XVxgw,3,IL
8058,210,AV,712.91,1920-06-23,xI,fPwEw K,2,kg
8059,70,yx,388.31,1949-03-28,na,BDCrHSJWwC,2,HI
8060,877,aQ,236.9,1967-02-08,se," yeEhN cxU",3,FM
8061,375,xY,927.28,1970-07-16,NV,mENaGE,4,nC
8062,494,eu,582.24,1908-04-10,yW,ub,1,pY
8063,775,TP,132.07,1925-10-04,Ar,pFIUbh,2,Ah
8064,415,jn,945.31,2001-04-09,LT,GeYPcI,2,uY
8065,283,yK,292.07,2005-04-28,fR,Hdc e,5,xI
8066,402,ZV,198.23,1987-08-10,wg,qvElNvKwb,4,mB
8067,614,TM,341.92,1916-11-27,CT,bQVTqi,5,PB
8068,137,sN,688.12,1990-01-12,LS,fKyqZqN,5,ML
8069,530,LD,944.23,1905-12-15,xr,zyzHlcvU,1,Ez
8070,657,KT,114.49,1948-11-26,ln,iWCgeqaU,2,CG
8071,453,"R ",581.17,2002-10-16,Cf,DXoggp,2,gO
8072,326,Fk,898.94,1980-10-13,Fy,oWeQqDaYG,3,xA
8073,950,Dd,825.5,1915-09-08,tb,UNgdDAMffK,5,eu
8074,237,ef,312.87,1982-10-20,PD,PXsTJpC,4,VR
8075,381,RQ,735.66,1915-10-21,FH,bbSLRx,1,JC
8076,158,Yc,416.14,1928-11-12,ft,lu hSwe,5,Jg
8077,508,KT,40.69,2000-06-02,TI,kvIeK,3,hP
8078,748,lr,69.92,2003-10-12,Ql,Enfmur,4,nq
8079,31,oe,298.58,1938-03-08,mO,JDYOlwMOpA,2,Xa
8080,797,bv,612.96,2004-04-15,rm,RUlJffK,2,rc
8081,266,HU,65.46,1995-03-17,oc,HM c,3,FX
8082,783,Xx,403.58,1925-10-03,kK,axdvFaSBfB,4,yF
8083,566,Kv,452.7,1904-05-12,KL,pRWtRZ,4,xM
8084,359,Tw,500.79,1973-09-25,vO,"W n ",4,TH
8085,307,uc,836.48,1990-10-06,DL,cubIYXHrw,2,mv
8086,944,kA,235.45,1915-02-02,Ik,WgSHvo,2,Tf
8087,979,dD,913.07,1930-09-08,"F ",Wt,2,kE
8088,164,bK,295.37,1940-02-01,qT,eKnSSidQr,1,Lf
8089,738,kX,266.5,1955-08-21,sg,uQw,3,Kq
8090,268,HN,140.87,1962-09-13,tI,Fhn,3,lJ
8091,290,gP,401.59,2012-06-04,PW,Tx h,1,Tk
8092,746,nt,770.47,1982-01-22,Sq,ovNEbsl,2,Qs
8093,151,cC,839.57,2016-09-24,SM,tdSG,4,Te
8094,77,Te,283.25,1904-12-29,Yn,id of,1,hl
8095,608,ww,585.94,1961-02-09,zI,gIHYAhc,4,sj
8096,218,yj,736.9,1976-05-25,AP,ALIr,1,NJ
8097,465,"b ",879.5,1946-08-26,za,qBWPBBw,2,Qq
8098,714,At,602.19,2013-01-08,Af,F o,3,Fe
8099,81,Ro,350.53,1958-01-17,Lm,sOk,3," R"
8100,30," G",268.18,1996-10-20,Am,CCglBX,1,fB
8101,289,XA,382.28,1942-12-03,OX,tVjPcae,3,ys
8102,420,kv,12.57,1982-03-18,ta,oYVwctd,1,rb
8103,378,YW,706.51,1973-10-17,Dd,gj,4,hn
8104,122,VS,129.47,1939-04-02,jq,DLLaVtwS,4,LZ
8105,974,Ga,437.08,1993-03-19,Ur,gyBR,5,zg
8106,702,Rn,882.38,1914-05-19,nF,yVmYn,1,Hb
8107,314,kR,509.64,1997-04-02,Lk,wfpee,3,xe
8108,841,WE,4.33,1929-12-01,gr,QFUBSSPq,4,Ql
8109,156,Jw,710.33,2019-11-15,Yp,bqgjX,3,qm
8110,228,uU,624.89,1964-07-08,Dg,LlUtvW,2,cq
8111,672,XB,532.67,1911-05-14,Wh,KAUyWEoaoE,5,Sj
8112,781,Dn,937.73,1924-05-26,AE,"YbAAur R ",1,ss
8113,345,gj,587.29,1990-02-09,Is,NeiWiYlSl,4,mP
8114,877,RA,359.13,1997-11-17,Rw,AHiSGXxeN,1,ik
8115,621,be,781.24,1928-04-27,oD,ocZPMV,2,oo
8116,363,LP,19.27,1983-04-05,mh,ZqDFDtG,4,ue
8117,308,"k ",11.84,2018-08-29,Sa,vpOmK,4,Km
8118,318,Mm,823.34,1991-07-02,fa,OrJ,1,so
8119,961,KH,776.12,1988-11-10,Qo,isgJm,4,Mg
8120,246,Gy,849.59,1933-08-22,Qe,reuzzewGD,3,lA
8121,796,XN,173.24,1981-07-25,MC,KbFVS,1,XK
8122,729,Tq,690.89,1993-08-30,Rx,xpQtsuUkH,5,ed
8123,523,TM,426.24,1943-07-13,Pr,IbWTTIZlgq,1,nR
8124,647,YA,131.79,1939-06-25,bm,HGKoo CNB,5,jS
8125,61,Ca,264.26,1906-08-27,rR,Q KZniOCe,3," D"
8126,68,Be,490.83,1938-04-01,lM,gZdpWnKif,3,iW
8127,876,oa,35.45,1941-05-07,Bb,UWI,1,SG
8128,322,Hv,647.41,1982-03-06,bu,zGaHmEi,3,Ri
8129,503,gA,962.28,2019-12-04,mn,UifQvEFB,1,zJ
8130,251,cr,593.27,2010-10-15,Gd,I svqJF,4,Bt
8131,565,Xh,535.51,1973-10-16,XK,elbhy,4,XY
8132,642,gE,686.83,2000-11-18,Fw,gvmHbym,5,wJ
8133,43,Zk,666.54,2001-03-11,Az,XXJJcUSA,3,qO
8134,304,gK,610.64,2005-05-17,jf,aBYU,2,Sg
8135,181,TL,868.2,1940-09-11,"w ",eoCSL,5,Yq
8136,212,lp,458.26,1924-04-15,PX,xSsErt,3,uQ
8137,70,qs,194.75,1918-03-04,fF,ZWm,5,Vk
8138,497,sx,894.84,1965-05-06,xQ,dvolDlE,5,"C "
8139,622,JO,424.62,1944-12-15,dh,IYopK,5,er
8140,216,"H ",373.17,1917-10-04,tV,"CyBmOYtyL ",4,zc
8141,139,DO,215.5,1976-10-27,HK,SWqgIDgV,4,UN
8142,753,nq,541.97,1928-04-23,WI,knx,3,dk
8143,577,kI,714.28,1901-08-30,mX,Yt,3,uq
8144,247,Mc,89.67,1993-02-02,pY,jnIGoLYu,2,dV
8145,540,YS,138.49,1961-12-29,oo,gYiCQA,1,Yr
8146,533,fW,731.03,1980-06-02,sP,Nml,3,qu
8147,509,WX,535.87,1998-08-11,dJ,dHulIEKBP,5,ZY
8148,147,YH,237.81,1908-07-20," u",IIByJ,3,Qt
8149,360,Ki,157.26,1991-03-22,mS,SPR,3,kF
8150,312,bM,375.81,1933-10-14,Vj,woYSiQdrKF,2,wS
8151,580,tV,866.36,1943-05-03,Xf,ORBbkxeiR,3,vQ
8152,967,yP,388.34,1912-11-12,qb,eEdZIMnWc,4,DI
8153,378,Vr,907.1,1998-07-11,ms,lQ,4,cp
8154,142,lB,746.98,1906-08-25,aO,BfL,5,ew
8155,279,OI,898.21,2007-02-08,qr,ajOBFT,4,zQ
8156,221,KJ,135.39,1942-03-19,GY,oIs,4,Al
8157,138,wX,950.88,1941-06-13,px,Zmng,2,kl
8158,721,iQ,910.53,1909-05-15,Ax,ym,4,aH
8159,431,JU,53.62,1948-06-08,zh,iBrajW,4,zT
8160,305,cb,842.4,1934-10-06,tN,XVikjcZ,3,Cu
8161,683,lZ,957.48,1940-02-24,Jl,ba,1,HK
8162,412,gh,91.04,1920-07-11,Zj,MacnZ,1,zp
8163,893,iX,622.02,1998-09-12,iu,cCV,1,"W "
8164,984,VF,739.91,1989-05-30,Og,IXuk PTdMn,5,Jp
8165,686,UJ,418.69,1937-12-11,"F ",OxUZGBYC,4,gF
8166,167,lO,785.08,1980-02-18,yx,PirXkEu,5,mL
8167,707,MB,998.62,1998-03-29,zW,hUhAvgYMXU,2,aD
8168,305,am,252.01,1933-05-03,tw,yALXC,3,WO
8169,349,Of,509.63,1972-03-19,fK,wcZQEHv,1,BS
8170,543,nn,809.42,1995-12-14,fc,wX,1,qj
8171,951,iU,860.93,2008-04-04,kw,NMIlvpz,5,Kf
8172,290,zt,518.59,2016-01-26,mP,w VkcvtX,1,vf
8173,387,am,227.63,1912-12-23,XS,NeaCnC,2,ra
8174,139,Qj,179.38,1994-06-26,SN,MtiMBUnrJ,3,je
8175,525,Uy,226.59,1979-04-20,cE,GZHWgDlVbs,3,BS
8176,637,tU,664.3,2016-07-11,Uh,nhUD,5,kk
8177,355,Vl,83.81,2006-05-27,PT,TWIQg,5,gI
8178,676,TJ,8.69,1999-10-16,wV,iqRwG eS,2,yQ
8179,543,RS,689.22,1907-05-16,vS,bgXRVJc,4,mO
8180,191,WG,784.65,1949-03-16," k",wHBWyUPd,3,iN
8181,848,zX,345.85,1912-03-16,Im,JehHh,1,zX
8182,371," v",775.71,1972-02-28,Ld,uHxelS,5," z"
8183,872,US,272.76,1919-10-18,FQ,CsUFNIi,4,dr
8184,943,Ii,661.62,1922-07-25,oB,jXMcmf,4,TU
8185,981,mK,114.68,2000-08-02,ZC,DRw,1,Ig
8186,243,fX,222.92,1982-03-04,dY,ZVmVqYI,3,AD
8187,970,Sw,741.66,1910-06-02,Dx,PhrCdACE,1,Cn
8188,128,Gh,546.79,1905-05-31,Ld,kjfEUbrUho,4,fJ
8189,141,GB,80.16,1921-10-08,SP,BrFksUeb,4,WL
8190,181,tE,493.79,2005-04-02,mY,"jWhp ",4,pP
8191,533,AX,258.44,2009-10-02,mQ,dKXg,2,BL
8192,623,FE,290.66,1967-08-30,UV,HJFJzibCa,2,Jo
8193,583,mK,630.64,1961-05-17,Mu,ohr,2,pn
8194,623,FL,445.53,1981-01-04,yu,nga,4,gh
8195,210,hj,681.5,1907-11-01,nI,uDmnqdQmYY,1,NZ
8196,585,JY,39.22,1935-11-19,uC,bdgNMEq,4,tl
8197,103,"O ",995.31,1994-02-02,bI,HO,1,Yd
8198,632,Zw,284.68,1940-07-10,HA,cNmzYIOHi,3,Ve
8199,818,JU,883.42,2002-10-09,vR,FMFZktfi,5,Ot
8200,571,dp,200.03,1951-12-13,hU,eXeVA,3,lH
8201,864,ku,877.97,1980-02-22,Ql,uJGIYE,5,Gd
8202,438,Ud,224.96,1994-11-09,ha,MStzkcdDmw,5,PR
8203,495,Dc,619.01,1966-07-15,jl,nLjomqPB,1,ra
8204,792,CQ,567.06,2009-08-26,tH,Ry,3,kX
8205,774,OL,36.16,1999-01-05,wg,GTgm,1,eC
8206,154,kN,101.45,2004-03-12,Az,rIX,3,sM
8207,139,DY,649.03,1952-01-11,vk,HS,4,zY
8208,197,cv,684.15,1967-05-02,Mn,MkYfjjAkNQ,2,wC
8209,785,Xe,101.54,1960-04-17,tv,unO,4,gT
8210,275,qf,376.61,2014-04-17,Ky,DxcCjrmgB,4,XP
8211,614,TE,797.37,1932-06-27,Lu,yKfpeVhmBr,1,FY
8212,100,Uu,387.18,1917-08-19,mc,uQICu,2,Pg
8213,726,TD,765.48,1927-08-20,SU,DS,4,LU
8214,1000,Pw,357.75,1958-02-20,mX,e GDi,3,SL
8215,818," U",626.01,1931-07-13,iJ,OMehhhSJdG,2,DI
8216,518,Qq,263.36,1974-10-08,Wg,haumT,1,SB
8217,122,WF,908.71,1974-05-09,lK,Za,2,sW
8218,529,"w ",578.5,1994-07-11,vJ,iFmQ,1,Hr
8219,591,Ho,570.47,1923-11-25,MF,kY,4,Pw
8220,350,mr,728.06,2012-10-21,Kd,PcK,2,ri
8221,907,Do,697.35,1913-12-25,cB,pCZJO,5,pE
8222,134,fk,64.45,1938-05-10,CE,LIc,2,In
8223,795,Sp,261.11,1954-04-11,rY,dQFXgTkvXd,5,Ee
8224,415,mk,232.75,1902-04-16,Dg,EJCkNHs,3,Ks
8225,257,Vn,540.05,1901-01-10,aS,cMaC,3,qt
8226,620,gt,188.85,1997-11-13,uD,fkmYq,1," t"
8227,200,hx,573.17,1940-05-15,XE,VCnMrrGKtJ,5," h"
8228,846,AC,550.65,2012-07-24,EJ,uFKc,3,sQ
8229,321,Jz,498.43,1969-06-04,MB,ae,3,bb
8230,729,cJ,881.86,1940-04-21,mi,QWlkzxMqrB,3,It
8231,599,is,3.08,1995-11-17,PP,EHprqEQPjB,5,hp
8232,553,EQ,301.38,1933-11-23,Of,bW,4,un
8233,19,Hp,91.91,1902-01-11,mY,evyaZHl,2,HH
8234,305,Tz,657.98,1906-09-10,bI,Op,4,Ye
8235,343,Jf,367.15,2002-03-29,uv,VnNZBpx,1," n"
8236,657,lS,151.8,1971-06-08,KQ,iQe,5,HK
8237,267,eS,904.52,1918-12-17,fa,zsozto,4,oE
8238,484,ij,11.31,1941-08-24,gc,ApxwvMbW,5,qS
8239,142,ao,981.78,1929-07-25,OS,iEraogQA,5,FV
8240,923,pU,96.62,2016-03-17,hg,IIs,3,Fn
8241,6,EK,514.15,1971-10-16,YG,iBdshCNiVq,1,nx
8242,48,hT,207.39,1922-07-04,iw,UkQ,5,Iy
8243,258,WJ,166.46,1915-11-20,BF,szMCRk,2,sI
8244,483,xD,910.79,1932-01-31,Ge,Nj,4,pi
8245,975,oG,830.82,1975-07-16,um," pWADrpK",3,ZY
8246,330,Te,591.24,1968-06-01,Ea,Isz QCuSX,3,uQ
8247,488,ee,506.68,1910-01-14,ic,nYleM,2,GH
8248,56,uO,510.47,1944-10-06,aI,WhupcoGbn,5,Go
8249,28,ch,957.22,1966-01-21,Fi,zhv,3,lc
8250,233,Ej,736.19,1944-03-02,UB,vjNxNWKM,2,AA
8251,299,kE,47.21,1928-07-07,dL,AKeSCYu,2,VT
8252,388,eP,663.01,2006-05-08,xp,BFj hvRQq,2,XY
8253,521,kT,206.59,1927-10-12,ot,mjeYIVPOCT,4,gY
8254,596,gS,472.54,1902-03-28,qH,MGwXP,1,sa
8255,561,mZ,278.93,1954-10-13,tr,JGPGuzUw,3,Tz
8256,872,sD,209.19,1962-08-01,Nt,yW,1,Fr
8257,423,uM,446.89,1998-03-25,hc,JMlkxputL,2,yf
8258,377,EP,960.49,1994-12-23,EH,geb,1,qP
8259,371,vN,701.2,1998-10-22,nf,triczKjWa,1,Mc
8260,79,IG,68.18,1945-11-11,ZL,UbZxNSl,2,lF
8261,177,mc,195.82,1967-06-06,jh,qdpUxBhY,2,Db
8262,811,rj,19.91,1927-02-28,LL,AWTolnwcEz,2,qw
8263,497,"P ",818.34,2014-04-24,Vf,KD,1,pj
8264,492,pk,958.81,1976-09-30,Ug,PR,5,jX
8265,804,ix,542.85,1968-05-23,rv,GDqJOqn,1,qG
8266,96,ue,732.12,1973-09-12,OS,Sw,1,dK
8267,101,gr,643.33,1910-03-15,VD,vaotS,2,CY
8268,901,Qk,353.73,1963-12-07,zW,ol y,3,cs
8269,489,VU,850.92,1924-07-21,OX,ccjoqh,1,FI
8270,403,SF,162.51,1969-07-10,tb,nozWpntVT,3,sW
8271,141,dh,560.07,1905-09-12,DW,phqhmDi,2,jh
8272,717,ln,374.95,1955-06-20,Ll,lFhMJEEp,3,Pt
8273,386,vN,383.19,1931-09-11,nS," zaIN",4,sA
8274,861,Nl,298.17,1975-01-17,zp,JuxHBlCVZ,2,vF
8275,215,wo,656.91,1964-11-24," J",MTa,2,uC
8276,856,OU,269.42,1939-05-10,RS,ID b,2,xp
8277,969,Pz,364.37,2000-03-08,HP,DivkGMX,5,SN
8278,299,jg,625.99,1944-10-24,qW,dUNP,5,vc
8279,860,mf,813.3,1914-06-20," P",uIFAqBmQgP,5,eo
8280,625,uZ,277.41,1905-08-01,al,HZuyDjpIoo,2,OQ
8281,241,jU,414.34,1957-04-01,Am,NOTsU,4,qn
8282,672,eR,455.61,1915-12-03,CG,KiYzJJZXG,5,QM
8283,756,fH,626.59,1973-05-03,tQ,BCqPsRUJ,2,oW
8284,566,wP,666.41,1995-10-01,iq,Ol,2,gy
8285,253,mb,384.86,1997-02-19,tj,pMhTH,1,nS
8286,848,Qz,26.84,1994-11-22,ve,AeyOKHbJ,4,eK
8287,602,yk,261.16,1946-01-06,mf,RMtj,3,yP
8288,41,tk,993.56,2011-02-09," U",CJXiEJ,4,tb
